LaunchHours,TrackNum,StepTime,Latitude,Longitude,Height,GeodesicRMSE
   0.0,  0,   0.0, 50.21, -66.376,  28.388,    75.5
   0.0,  0,   3.0, 50.26, -58.467,  28.388,    75.5
   0.0,  0,   6.0, 50.92, -50.086,  28.388,    75.5
   0.0,  0,   9.0, 52.02, -41.013,  28.388,    75.5
   0.0,  0,  12.0, 52.74, -30.810,  28.388,    75.5
   0.0,  0,  15.0, 52.98, -19.526,  28.388,    75.5
   0.0,  0,  18.0, 53.38,  -7.643,  28.388,    75.5
   0.0,  0,  21.0, 53.36,  -4.000,  28.388,    75.5
   6.0,  1,   0.0, 50.21, -66.376,  28.059,    91.3
   6.0,  1,   3.0, 50.55, -59.801,  28.059,    91.3
   6.0,  1,   6.0, 51.06, -51.968,  28.059,    91.3
   6.0,  1,   9.0, 51.42, -43.210,  28.059,    91.3
   6.0,  1,  12.0, 52.03, -33.950,  28.059,    91.3
   6.0,  1,  15.0, 52.37, -23.877,  28.059,    91.3
   6.0,  1,  18.0, 52.79, -13.209,  28.059,    91.3
   6.0,  1,  21.0, 53.16,  -4.000,  28.059,    91.3
  12.0,  2,   0.0, 50.21, -66.376,  27.136,   144.6
  12.0,  2,   3.0, 50.08, -60.658,  27.136,   144.6
  12.0,  2,   6.0, 50.26, -54.339,  27.136,   144.6
  12.0,  2,   9.0, 50.71, -47.357,  27.136,   144.6
  12.0,  2,  12.0, 51.05, -40.255,  27.136,   144.6
  12.0,  2,  15.0, 51.29, -33.620,  27.136,   144.6
  12.0,  2,  18.0, 51.77, -26.364,  27.136,   144.6
  12.0,  2,  21.0, 52.44, -18.437,  27.136,   144.6
  12.0,  2,  24.0, 52.73, -10.197,  27.136,   144.6
  12.0,  2,  27.0, 52.76,  -4.000,  27.136,   144.6
  18.0,  3,   0.0, 50.21, -66.376,  27.044,   126.1
  18.0,  3,   3.0, 50.50, -60.283,  27.044,   126.1
  18.0,  3,   6.0, 50.64, -53.757,  27.044,   126.1
  18.0,  3,   9.0, 50.76, -47.133,  27.044,   126.1
  18.0,  3,  12.0, 51.19, -40.311,  27.044,   126.1
  18.0,  3,  15.0, 51.84, -32.957,  27.044,   126.1
  18.0,  3,  18.0, 52.38, -25.415,  27.044,   126.1
  18.0,  3,  21.0, 52.70, -17.513,  27.044,   126.1
  18.0,  3,  24.0, 52.97,  -9.849,  27.044,   126.1
  18.0,  3,  27.0, 53.02,  -4.000,  27.044,   126.1
  24.0,  4,   0.0, 50.21, -66.376,  27.095,   119.4
  24.0,  4,   3.0, 50.21, -60.555,  27.095,   119.4
  24.0,  4,   6.0, 50.30, -54.243,  27.095,   119.4
  24.0,  4,   9.0, 50.80, -47.762,  27.095,   119.4
  24.0,  4,  12.0, 51.52, -40.652,  27.095,   119.4
  24.0,  4,  15.0, 51.96, -32.607,  27.095,   119.4
  24.0,  4,  18.0, 52.48, -24.570,  27.095,   119.4
  24.0,  4,  21.0, 53.13, -16.688,  27.095,   119.4
  24.0,  4,  24.0, 53.36,  -8.064,  27.095,   119.4
  24.0,  4,  27.0, 53.20,  -4.000,  27.095,   119.4
  30.0,  5,   0.0, 50.21, -66.376,  26.652,   118.0
  30.0,  5,   3.0, 50.31, -60.919,  26.652,   118.0
  30.0,  5,   6.0, 50.55, -55.006,  26.652,   118.0
  30.0,  5,   9.0, 51.03, -48.911,  26.652,   118.0
  30.0,  5,  12.0, 51.47, -42.079,  26.652,   118.0
  30.0,  5,  15.0, 51.98, -34.928,  26.652,   118.0
  30.0,  5,  18.0, 52.59, -27.670,  26.652,   118.0
  30.0,  5,  21.0, 53.10, -20.083,  26.652,   118.0
  30.0,  5,  24.0, 53.46, -12.591,  26.652,   118.0
  30.0,  5,  27.0, 53.56,  -5.277,  26.652,   118.0
  30.0,  5,  30.0, 53.55,  -4.000,  26.652,   118.0
  72.0,  6,   0.0, 50.21, -66.376,  18.053,    69.0
  72.0,  6,   3.0, 50.66, -62.143,  18.053,    69.0
  72.0,  6,   6.0, 51.31, -57.559,  18.053,    69.0
  72.0,  6,   9.0, 51.97, -52.763,  18.053,    69.0
  72.0,  6,  12.0, 52.74, -47.950,  18.053,    69.0
  72.0,  6,  15.0, 53.38, -42.751,  18.053,    69.0
  72.0,  6,  18.0, 53.91, -37.545,  18.053,    69.0
  72.0,  6,  21.0, 54.37, -32.625,  18.053,    69.0
  72.0,  6,  24.0, 54.59, -28.385,  18.053,    69.0
  72.0,  6,  27.0, 54.30, -24.052,  16.219,    69.0
  72.0,  6,  30.0, 53.89, -20.399,  16.219,    69.0
  72.0,  6,  33.0, 53.50, -17.666,  16.219,    69.0
  72.0,  6,  36.0, 53.23, -14.781,  16.219,    69.0
  72.0,  6,  39.0, 53.08, -12.016,  16.219,    69.0
  72.0,  6,  42.0, 52.84,  -9.568,  16.219,    69.0
  72.0,  6,  45.0, 52.80,  -7.493,  16.219,    69.0
  72.0,  6,  48.0, 52.90,  -5.563,  16.219,    69.0
  72.0,  6,  51.0, 53.05,  -4.000,  16.219,    69.0
  78.0,  7,   0.0, 50.21, -66.376,  19.528,    44.4
  78.0,  7,   3.0, 50.76, -62.260,  19.528,    44.4
  78.0,  7,   6.0, 51.51, -57.662,  19.528,    44.4
  78.0,  7,   9.0, 52.31, -52.876,  19.528,    44.4
  78.0,  7,  12.0, 53.13, -47.443,  19.528,    44.4
  78.0,  7,  15.0, 53.94, -41.856,  19.528,    44.4
  78.0,  7,  18.0, 54.63, -36.878,  19.528,    44.4
  78.0,  7,  21.0, 55.19, -32.478,  19.528,    44.4
  78.0,  7,  24.0, 55.60, -27.492,  19.528,    44.4
  78.0,  7,  27.0, 55.36, -23.127,  17.858,    44.4
  78.0,  7,  30.0, 54.94, -19.345,  17.858,    44.4
  78.0,  7,  33.0, 54.14, -16.204,  17.858,    44.4
  78.0,  7,  36.0, 53.71, -13.186,  17.858,    44.4
  78.0,  7,  39.0, 53.64, -10.492,  17.858,    44.4
  78.0,  7,  42.0, 53.58,  -7.992,  17.858,    44.4
  78.0,  7,  45.0, 53.26,  -6.185,  17.858,    44.4
  78.0,  7,  48.0, 52.92,  -4.119,  17.858,    44.4
  78.0,  7,  51.0, 52.92,  -4.000,  17.858,    44.4
  84.0,  8,   0.0, 50.21, -66.376,  18.584,    32.0
  84.0,  8,   3.0, 50.88, -62.167,  18.584,    32.0
  84.0,  8,   6.0, 51.87, -57.846,  18.584,    32.0
  84.0,  8,   9.0, 52.99, -52.901,  18.584,    32.0
  84.0,  8,  12.0, 53.83, -47.504,  18.584,    32.0
  84.0,  8,  15.0, 54.52, -42.549,  18.584,    32.0
  84.0,  8,  18.0, 54.99, -37.217,  18.584,    32.0
  84.0,  8,  21.0, 55.14, -31.943,  18.584,    32.0
  84.0,  8,  24.0, 55.11, -27.116,  18.584,    32.0
  84.0,  8,  27.0, 54.97, -22.565,  18.584,    32.0
  84.0,  8,  30.0, 54.61, -19.001,  18.584,    32.0
  84.0,  8,  33.0, 54.11, -15.600,  18.584,    32.0
  84.0,  8,  36.0, 53.81, -12.377,  18.584,    32.0
  84.0,  8,  39.0, 53.53,  -9.676,  18.584,    32.0
  84.0,  8,  42.0, 53.38,  -7.313,  18.584,    32.0
  84.0,  8,  45.0, 53.22,  -5.083,  18.584,    32.0
  84.0,  8,  48.0, 53.20,  -4.000,  18.584,    32.0
  90.0,  9,   0.0, 50.21, -66.376,  16.538,     7.9
  90.0,  9,   3.0, 51.48, -62.107,  16.538,     7.9
  90.0,  9,   6.0, 53.02, -57.765,  16.538,     7.9
  90.0,  9,   9.0, 54.63, -52.244,  16.538,     7.9
  90.0,  9,  12.0, 55.80, -46.257,  16.538,     7.9
  90.0,  9,  15.0, 56.40, -40.211,  16.538,     7.9
  90.0,  9,  18.0, 56.50, -34.438,  16.538,     7.9
  90.0,  9,  21.0, 56.09, -29.194,  16.538,     7.9
  90.0,  9,  24.0, 55.36, -23.855,  16.538,     7.9
  90.0,  9,  27.0, 55.00, -19.568,  18.322,     7.9
  90.0,  9,  30.0, 54.47, -15.830,  18.322,     7.9
  90.0,  9,  33.0, 54.17, -12.438,  18.322,     7.9
  90.0,  9,  36.0, 53.83,  -9.589,  18.322,     7.9
  90.0,  9,  39.0, 53.50,  -7.416,  18.322,     7.9
  90.0,  9,  42.0, 53.27,  -4.954,  18.322,     7.9
  90.0,  9,  45.0, 53.24,  -4.000,  18.322,     7.9
 180.0, 10,   0.0, 50.21, -66.376,  24.699,   580.2
 180.0, 10,   3.0, 47.39, -59.949,  24.699,   580.2
 180.0, 10,   6.0, 46.01, -53.781,  24.699,   580.2
 180.0, 10,   9.0, 45.34, -46.491,  24.699,   580.2
 180.0, 10,  12.0, 45.41, -39.315,  24.699,   580.2
 180.0, 10,  15.0, 45.93, -32.974,  24.699,   580.2
 180.0, 10,  18.0, 47.66, -25.901,  24.699,   580.2
 180.0, 10,  21.0, 49.22, -16.945,  24.699,   580.2
 180.0, 10,  24.0, 51.12,  -7.721,  24.699,   580.2
 180.0, 10,  27.0, 51.81,  -4.000,  24.699,   580.2
 186.0, 11,   0.0, 50.21, -66.376,  18.679,   525.6
 186.0, 11,   3.0, 49.34, -61.136,  18.679,   525.6
 186.0, 11,   6.0, 48.56, -55.778,  18.679,   525.6
 186.0, 11,   9.0, 47.86, -50.138,  18.679,   525.6
 186.0, 11,  12.0, 47.60, -44.890,  18.679,   525.6
 186.0, 11,  15.0, 47.62, -39.600,  18.679,   525.6
 186.0, 11,  18.0, 47.81, -34.262,  18.679,   525.6
 186.0, 11,  21.0, 48.09, -29.442,  18.679,   525.6
 186.0, 11,  24.0, 48.75, -24.589,  18.679,   525.6
 186.0, 11,  27.0, 49.42, -20.065,  18.679,   525.6
 186.0, 11,  30.0, 50.24, -15.699,  18.679,   525.6
 186.0, 11,  33.0, 51.14, -11.684,  18.679,   525.6
 186.0, 11,  36.0, 52.13,  -7.550,  18.679,   525.6
 186.0, 11,  39.0, 52.98,  -4.000,  18.679,   525.6
 192.0, 12,   0.0, 50.21, -66.376,  25.858,   470.8
 192.0, 12,   3.0, 47.18, -58.168,  25.858,   470.8
 192.0, 12,   6.0, 45.59, -50.919,  25.858,   470.8
 192.0, 12,   9.0, 45.70, -44.298,  25.858,   470.8
 192.0, 12,  12.0, 46.57, -36.890,  25.858,   470.8
 192.0, 12,  15.0, 47.51, -28.334,  25.858,   470.8
 192.0, 12,  18.0, 49.19, -19.287,  25.858,   470.8
 192.0, 12,  21.0, 51.05,  -9.215,  25.858,   470.8
 192.0, 12,  24.0, 51.96,  -4.000,  25.858,   470.8
 198.0, 13,   0.0, 50.21, -66.376,  25.882,   420.7
 198.0, 13,   3.0, 47.32, -58.612,  25.882,   420.7
 198.0, 13,   6.0, 46.42, -50.918,  25.882,   420.7
 198.0, 13,   9.0, 46.17, -42.469,  25.882,   420.7
 198.0, 13,  12.0, 46.93, -34.136,  25.882,   420.7
 198.0, 13,  15.0, 47.98, -26.168,  25.882,   420.7
 198.0, 13,  18.0, 49.40, -17.079,  25.882,   420.7
 198.0, 13,  21.0, 51.24,  -6.836,  25.882,   420.7
 198.0, 13,  24.0, 51.75,  -4.000,  25.882,   420.7
 204.0, 14,   0.0, 50.21, -66.376,  26.046,   261.7
 204.0, 14,   3.0, 48.78, -58.063,  26.046,   261.7
 204.0, 14,   6.0, 48.11, -49.241,  26.046,   261.7
 204.0, 14,   9.0, 47.98, -40.104,  26.046,   261.7
 204.0, 14,  12.0, 48.60, -31.174,  26.046,   261.7
 204.0, 14,  15.0, 49.84, -21.355,  26.046,   261.7
 204.0, 14,  18.0, 51.66, -10.969,  26.046,   261.7
 204.0, 14,  21.0, 52.66,  -4.000,  26.046,   261.7
 210.0, 15,   0.0, 50.21, -66.376,  25.810,   231.9
 210.0, 15,   3.0, 48.69, -57.763,  25.810,   231.9
 210.0, 15,   6.0, 48.11, -48.921,  25.810,   231.9
 210.0, 15,   9.0, 48.36, -40.424,  25.810,   231.9
 210.0, 15,  12.0, 49.48, -31.466,  25.810,   231.9
 210.0, 15,  15.0, 50.75, -21.450,  25.810,   231.9
 210.0, 15,  18.0, 52.30, -10.917,  25.810,   231.9
 210.0, 15,  21.0, 53.02,  -4.000,  25.810,   231.9
 216.0, 16,   0.0, 50.21, -66.376,  17.536,   208.9
 216.0, 16,   3.0, 49.35, -60.779,  17.536,   208.9
 216.0, 16,   6.0, 49.10, -55.500,  17.536,   208.9
 216.0, 16,   9.0, 49.56, -50.769,  17.536,   208.9
 216.0, 16,  12.0, 49.97, -45.393,  17.536,   208.9
 216.0, 16,  15.0, 50.66, -39.777,  17.536,   208.9
 216.0, 16,  18.0, 51.53, -34.330,  17.536,   208.9
 216.0, 16,  21.0, 52.23, -28.885,  17.536,   208.9
 216.0, 16,  24.0, 52.94, -23.690,  17.536,   208.9
 216.0, 16,  27.0, 53.57, -18.186,  17.536,   208.9
 216.0, 16,  30.0, 53.66, -13.478,  17.536,   208.9
 216.0, 16,  33.0, 53.53,  -8.882,  17.536,   208.9
 216.0, 16,  36.0, 53.18,  -4.639,  17.536,   208.9
 216.0, 16,  39.0, 53.07,  -4.000,  17.536,   208.9
 222.0, 17,   0.0, 50.21, -66.376,  25.373,   198.8
 222.0, 17,   3.0, 48.91, -57.370,  25.373,   198.8
 222.0, 17,   6.0, 48.63, -48.835,  25.373,   198.8
 222.0, 17,   9.0, 49.09, -40.013,  25.373,   198.8
 222.0, 17,  12.0, 49.89, -30.201,  25.373,   198.8
 222.0, 17,  15.0, 51.28, -20.731,  25.373,   198.8
 222.0, 17,  18.0, 52.50, -10.127,  25.373,   198.8
 222.0, 17,  21.0, 53.03,  -4.000,  25.373,   198.8
 228.0, 18,   0.0, 50.21, -66.376,  23.223,   174.1
 228.0, 18,   3.0, 49.34, -59.151,  23.223,   174.1
 228.0, 18,   6.0, 49.39, -51.989,  23.223,   174.1
 228.0, 18,   9.0, 50.23, -45.132,  23.223,   174.1
 228.0, 18,  12.0, 50.64, -37.351,  23.223,   174.1
 228.0, 18,  15.0, 51.03, -29.672,  23.223,   174.1
 228.0, 18,  18.0, 51.65, -21.698,  23.223,   174.1
 228.0, 18,  21.0, 52.68, -13.521,  23.223,   174.1
 228.0, 18,  24.0, 52.96,  -6.001,  23.223,   174.1
 228.0, 18,  27.0, 52.92,  -4.000,  23.223,   174.1
 234.0, 19,   0.0, 50.21, -66.376,  24.498,   209.5
 234.0, 19,   3.0, 48.63, -57.712,  24.498,   209.5
 234.0, 19,   6.0, 48.50, -50.101,  24.498,   209.5
 234.0, 19,   9.0, 48.92, -41.926,  24.498,   209.5
 234.0, 19,  12.0, 49.86, -33.785,  24.498,   209.5
 234.0, 19,  15.0, 51.12, -24.779,  24.498,   209.5
 234.0, 19,  18.0, 52.29, -14.569,  24.498,   209.5
 234.0, 19,  21.0, 53.14,  -4.000,  24.498,   209.5
 240.0, 20,   0.0, 50.21, -66.376,  23.521,   266.8
 240.0, 20,   3.0, 48.99, -58.818,  23.521,   266.8
 240.0, 20,   6.0, 48.49, -52.200,  23.521,   266.8
 240.0, 20,   9.0, 48.55, -45.875,  23.521,   266.8
 240.0, 20,  12.0, 49.02, -39.471,  23.521,   266.8
 240.0, 20,  15.0, 49.72, -32.558,  23.521,   266.8
 240.0, 20,  18.0, 50.58, -25.845,  23.521,   266.8
 240.0, 20,  21.0, 51.84, -18.694,  23.521,   266.8
 240.0, 20,  24.0, 52.76, -11.227,  23.521,   266.8
 240.0, 20,  27.0, 53.26,  -4.000,  23.521,   266.8
 246.0, 21,   0.0, 50.21, -66.376,  23.533,   248.1
 246.0, 21,   3.0, 49.40, -59.076,  23.533,   248.1
 246.0, 21,   6.0, 48.96, -52.103,  23.533,   248.1
 246.0, 21,   9.0, 48.89, -45.587,  23.533,   248.1
 246.0, 21,  12.0, 49.27, -39.102,  23.533,   248.1
 246.0, 21,  15.0, 49.99, -32.140,  23.533,   248.1
 246.0, 21,  18.0, 50.79, -25.452,  23.533,   248.1
 246.0, 21,  21.0, 51.66, -18.550,  23.533,   248.1
 246.0, 21,  24.0, 52.56, -11.140,  23.533,   248.1
 246.0, 21,  27.0, 53.29,  -4.000,  23.533,   248.1
 252.0, 22,   0.0, 50.21, -66.376,  28.520,   222.7
 252.0, 22,   3.0, 48.80, -58.504,  28.520,   222.7
 252.0, 22,   6.0, 48.04, -50.471,  28.520,   222.7
 252.0, 22,   9.0, 48.79, -41.499,  28.520,   222.7
 252.0, 22,  12.0, 49.35, -32.135,  28.520,   222.7
 252.0, 22,  15.0, 50.47, -21.907,  28.520,   222.7
 252.0, 22,  18.0, 51.76, -10.546,  28.520,   222.7
 252.0, 22,  21.0, 52.55,  -4.000,  28.520,   222.7
 258.0, 23,   0.0, 50.21, -66.376,  28.732,   156.2
 258.0, 23,   3.0, 49.50, -57.548,  28.732,   156.2
 258.0, 23,   6.0, 49.69, -48.535,  28.732,   156.2
 258.0, 23,   9.0, 49.64, -38.800,  28.732,   156.2
 258.0, 23,  12.0, 50.47, -28.703,  28.732,   156.2
 258.0, 23,  15.0, 51.29, -17.547,  28.732,   156.2
 258.0, 23,  18.0, 52.37,  -5.623,  28.732,   156.2
 258.0, 23,  21.0, 52.43,  -4.000,  28.732,   156.2
 264.0, 24,   0.0, 50.21, -66.376,  28.212,   124.7
 264.0, 24,   3.0, 49.58, -56.327,  28.212,   124.7
 264.0, 24,   6.0, 49.97, -47.084,  28.212,   124.7
 264.0, 24,   9.0, 50.47, -37.396,  28.212,   124.7
 264.0, 24,  12.0, 51.31, -26.580,  28.212,   124.7
 264.0, 24,  15.0, 52.24, -15.323,  28.212,   124.7
 264.0, 24,  18.0, 52.79,  -4.000,  28.212,   124.7
 270.0, 25,   0.0, 50.21, -66.376,  27.388,   114.9
 270.0, 25,   3.0, 49.93, -55.803,  27.388,   114.9
 270.0, 25,   6.0, 50.29, -46.168,  27.388,   114.9
 270.0, 25,   9.0, 50.67, -35.884,  27.388,   114.9
 270.0, 25,  12.0, 51.44, -25.195,  27.388,   114.9
 270.0, 25,  15.0, 52.30, -13.554,  27.388,   114.9
 270.0, 25,  18.0, 52.51,  -4.000,  27.388,   114.9
 276.0, 26,   0.0, 50.21, -66.376,  26.599,    84.5
 276.0, 26,   3.0, 50.21, -56.680,  26.599,    84.5
 276.0, 26,   6.0, 50.91, -46.442,  26.599,    84.5
 276.0, 26,   9.0, 51.60, -35.476,  26.599,    84.5
 276.0, 26,  12.0, 52.31, -24.334,  26.599,    84.5
 276.0, 26,  15.0, 52.78, -13.173,  26.599,    84.5
 276.0, 26,  18.0, 52.87,  -4.000,  26.599,    84.5
 282.0, 27,   0.0, 50.21, -66.376,  25.066,    94.5
 282.0, 27,   3.0, 50.28, -58.564,  25.066,    94.5
 282.0, 27,   6.0, 50.79, -50.521,  25.066,    94.5
 282.0, 27,   9.0, 51.38, -41.452,  25.066,    94.5
 282.0, 27,  12.0, 51.95, -32.209,  25.066,    94.5
 282.0, 27,  15.0, 52.45, -22.790,  25.066,    94.5
 282.0, 27,  18.0, 52.84, -12.826,  25.066,    94.5
 282.0, 27,  21.0, 52.96,  -4.000,  25.066,    94.5
 288.0, 28,   0.0, 50.21, -66.376,  24.887,    77.0
 288.0, 28,   3.0, 50.58, -58.601,  24.887,    77.0
 288.0, 28,   6.0, 51.29, -50.778,  24.887,    77.0
 288.0, 28,   9.0, 51.85, -41.944,  24.887,    77.0
 288.0, 28,  12.0, 52.41, -32.968,  24.887,    77.0
 288.0, 28,  15.0, 52.86, -23.279,  24.887,    77.0
 288.0, 28,  18.0, 53.18, -13.680,  24.887,    77.0
 288.0, 28,  21.0, 53.21,  -4.000,  24.887,    77.0
 294.0, 29,   0.0, 50.21, -66.376,  25.284,    74.7
 294.0, 29,   3.0, 50.55, -58.640,  25.284,    74.7
 294.0, 29,   6.0, 51.40, -50.531,  25.284,    74.7
 294.0, 29,   9.0, 51.81, -41.118,  25.284,    74.7
 294.0, 29,  12.0, 52.51, -32.058,  25.284,    74.7
 294.0, 29,  15.0, 52.97, -22.618,  25.284,    74.7
 294.0, 29,  18.0, 53.21, -12.936,  25.284,    74.7
 294.0, 29,  21.0, 53.20,  -4.000,  25.284,    74.7
 300.0, 30,   0.0, 50.21, -66.376,  25.839,    52.9
 300.0, 30,   3.0, 50.84, -57.644,  25.839,    52.9
 300.0, 30,   6.0, 51.73, -48.795,  25.839,    52.9
 300.0, 30,   9.0, 53.04, -39.863,  25.839,    52.9
 300.0, 30,  12.0, 53.56, -29.210,  25.839,    52.9
 300.0, 30,  15.0, 54.14, -18.738,  25.839,    52.9
 300.0, 30,  18.0, 54.12,  -7.601,  25.839,    52.9
 300.0, 30,  21.0, 53.89,  -4.000,  25.839,    52.9
 306.0, 31,   0.0, 50.21, -66.376,  22.480,    41.6
 306.0, 31,   3.0, 51.05, -60.729,  22.480,    41.6
 306.0, 31,   6.0, 51.95, -54.528,  22.480,    41.6
 306.0, 31,   9.0, 52.74, -48.335,  22.480,    41.6
 306.0, 31,  12.0, 53.56, -42.186,  22.480,    41.6
 306.0, 31,  15.0, 54.26, -35.533,  22.480,    41.6
 306.0, 31,  18.0, 54.65, -28.886,  22.480,    41.6
 306.0, 31,  21.0, 54.70, -22.239,  22.480,    41.6
 306.0, 31,  24.0, 54.57, -15.804,  22.480,    41.6
 306.0, 31,  27.0, 54.10,  -9.548,  22.480,    41.6
 306.0, 31,  30.0, 53.42,  -4.000,  22.480,    41.6
 324.0, 32,   0.0, 50.21, -66.376,  29.523,    49.1
 324.0, 32,   3.0, 49.77, -50.317,  29.523,    49.1
 324.0, 32,   6.0, 52.77, -33.460,  29.523,    49.1
 324.0, 32,   9.0, 53.01, -13.597,  29.523,    49.1
 324.0, 32,  12.0, 52.94,  -4.000,  29.523,    49.1
 390.0, 33,   0.0, 50.21, -66.376,  18.182,   128.5
 390.0, 33,   3.0, 50.03, -61.860,  18.182,   128.5
 390.0, 33,   6.0, 50.19, -56.619,  18.182,   128.5
 390.0, 33,   9.0, 50.56, -50.729,  18.182,   128.5
 390.0, 33,  12.0, 51.22, -44.087,  18.182,   128.5
 390.0, 33,  15.0, 51.81, -37.096,  18.182,   128.5
 390.0, 33,  18.0, 52.41, -29.827,  18.182,   128.5
 390.0, 33,  21.0, 52.90, -22.697,  18.182,   128.5
 390.0, 33,  24.0, 53.30, -14.972,  18.182,   128.5
 390.0, 33,  27.0, 53.22,  -7.303,  18.182,   128.5
 390.0, 33,  30.0, 53.24,  -4.000,  18.182,   128.5
 396.0, 34,   0.0, 50.21, -66.376,  17.610,   130.1
 396.0, 34,   3.0, 49.90, -61.721,  17.610,   130.1
 396.0, 34,   6.0, 50.22, -56.615,  17.610,   130.1
 396.0, 34,   9.0, 50.68, -50.642,  17.610,   130.1
 396.0, 34,  12.0, 51.23, -44.402,  17.610,   130.1
 396.0, 34,  15.0, 51.72, -37.703,  17.610,   130.1
 396.0, 34,  18.0, 52.28, -30.918,  17.610,   130.1
 396.0, 34,  21.0, 52.87, -23.836,  17.610,   130.1
 396.0, 34,  24.0, 53.11, -16.734,  17.610,   130.1
 396.0, 34,  27.0, 53.02,  -9.706,  17.610,   130.1
 396.0, 34,  30.0, 53.00,  -4.000,  17.610,   130.1
 402.0, 35,   0.0, 50.21, -66.376,  17.749,   108.9
 402.0, 35,   3.0, 50.51, -61.644,  17.749,   108.9
 402.0, 35,   6.0, 50.80, -56.295,  17.749,   108.9
 402.0, 35,   9.0, 50.97, -50.257,  17.749,   108.9
 402.0, 35,  12.0, 51.58, -43.939,  17.749,   108.9
 402.0, 35,  15.0, 52.32, -37.126,  17.749,   108.9
 402.0, 35,  18.0, 52.61, -30.028,  17.749,   108.9
 402.0, 35,  21.0, 52.76, -23.286,  17.749,   108.9
 402.0, 35,  24.0, 52.87, -16.295,  17.749,   108.9
 402.0, 35,  27.0, 52.97,  -9.685,  17.749,   108.9
 402.0, 35,  30.0, 52.89,  -4.000,  17.749,   108.9
 408.0, 36,   0.0, 50.21, -66.376,  21.620,   112.5
 408.0, 36,   3.0, 49.87, -59.693,  21.620,   112.5
 408.0, 36,   6.0, 50.19, -52.559,  21.620,   112.5
 408.0, 36,   9.0, 51.07, -45.182,  21.620,   112.5
 408.0, 36,  12.0, 51.81, -36.421,  21.620,   112.5
 408.0, 36,  15.0, 52.33, -27.416,  21.620,   112.5
 408.0, 36,  18.0, 53.01, -18.475,  21.620,   112.5
 408.0, 36,  21.0, 53.27,  -8.854,  21.620,   112.5
 408.0, 36,  24.0, 53.36,  -4.000,  21.620,   112.5
 414.0, 37,   0.0, 50.21, -66.376,  20.515,   105.5
 414.0, 37,   3.0, 50.06, -60.690,  20.515,   105.5
 414.0, 37,   6.0, 50.32, -54.231,  20.515,   105.5
 414.0, 37,   9.0, 51.05, -47.060,  20.515,   105.5
 414.0, 37,  12.0, 51.89, -39.366,  20.515,   105.5
 414.0, 37,  15.0, 52.47, -31.104,  20.515,   105.5
 414.0, 37,  18.0, 52.91, -22.667,  20.515,   105.5
 414.0, 37,  21.0, 53.11, -13.861,  20.515,   105.5
 414.0, 37,  24.0, 53.04,  -5.213,  20.515,   105.5
 414.0, 37,  27.0, 53.05,  -4.000,  20.515,   105.5
 420.0, 38,   0.0, 50.21, -66.376,  20.215,   101.7
 420.0, 38,   3.0, 49.90, -60.248,  20.215,   101.7
 420.0, 38,   6.0, 50.42, -53.869,  20.215,   101.7
 420.0, 38,   9.0, 51.24, -46.723,  20.215,   101.7
 420.0, 38,  12.0, 52.12, -38.952,  20.215,   101.7
 420.0, 38,  15.0, 52.70, -30.906,  20.215,   101.7
 420.0, 38,  18.0, 53.11, -22.574,  20.215,   101.7
 420.0, 38,  21.0, 53.13, -13.766,  20.215,   101.7
 420.0, 38,  24.0, 52.89,  -5.329,  20.215,   101.7
 420.0, 38,  27.0, 52.89,  -4.000,  20.215,   101.7
 426.0, 39,   0.0, 50.21, -66.376,  20.009,    81.0
 426.0, 39,   3.0, 50.25, -60.232,  20.009,    81.0
 426.0, 39,   6.0, 50.74, -53.676,  20.009,    81.0
 426.0, 39,   9.0, 51.56, -46.685,  20.009,    81.0
 426.0, 39,  12.0, 52.55, -39.068,  20.009,    81.0
 426.0, 39,  15.0, 53.26, -31.294,  20.009,    81.0
 426.0, 39,  18.0, 53.83, -22.929,  20.009,    81.0
 426.0, 39,  21.0, 53.91, -14.466,  20.009,    81.0
 426.0, 39,  24.0, 53.57,  -6.005,  20.009,    81.0
 426.0, 39,  27.0, 53.42,  -4.000,  20.009,    81.0
 432.0, 40,   0.0, 50.21, -66.376,  18.600,    66.0
 432.0, 40,   3.0, 50.18, -60.693,  18.600,    66.0
 432.0, 40,   6.0, 50.80, -54.513,  18.600,    66.0
 432.0, 40,   9.0, 51.81, -48.114,  18.600,    66.0
 432.0, 40,  12.0, 52.82, -41.307,  18.600,    66.0
 432.0, 40,  15.0, 53.88, -33.951,  18.600,    66.0
 432.0, 40,  18.0, 54.48, -26.518,  18.600,    66.0
 432.0, 40,  21.0, 54.73, -18.621,  18.600,    66.0
 432.0, 40,  24.0, 54.11, -10.744,  18.600,    66.0
 432.0, 40,  27.0, 53.20,  -4.000,  18.600,    66.0
 438.0, 41,   0.0, 50.21, -66.376,  17.792,    74.5
 438.0, 41,   3.0, 50.06, -61.010,  17.792,    74.5
 438.0, 41,   6.0, 50.67, -54.918,  17.792,    74.5
 438.0, 41,   9.0, 51.44, -48.923,  17.792,    74.5
 438.0, 41,  12.0, 52.77, -42.706,  17.792,    74.5
 438.0, 41,  15.0, 54.23, -35.758,  17.792,    74.5
 438.0, 41,  18.0, 55.21, -28.563,  17.792,    74.5
 438.0, 41,  21.0, 55.69, -21.030,  17.792,    74.5
 438.0, 41,  24.0, 55.47, -13.280,  17.792,    74.5
